RepoID,PullRequestID,IssueID,Title,Code,Description,CreatedDate,ClosedDate,ASTCode,Comment,Title_Description,AST,FixedByID
orleans,1077,1064,Serialization fails when grain methods use abstract types from external libraries,"
        private static void OnAssemblyLoad(object sender, AssemblyLoadEventArgs args)
        {
            // Old code. All loaded assemblies would get here and all types will be registered
            FindSerializationInfo(args.LoadedAssembly);
        }

        private static void ProcessAssembly(Assembly assembly)
        {
            // If the assembly is loaded for reflection only or it does not reference Orleans, avoid processing it.
            if (assembly.ReflectionOnly || !TypeUtils.IsOrleansOrReferencesOrleans(assembly))
            {
                return;
            }
            // rest of code...
        }",HelloallWehaveagrainwhichacceptsaparameterwithanabstracttypewhichisloadedfromanexternallibrarywhichisOrleansagnosticanugetusedbyseveralsystemsinourdeployment.Untillatelyeverythingworkedfine.Whenwegotthelatestmasterbranchthebehaviorbrokeandwecannolongerinvokethismethod.IvecreatedatestforitontheOrleanssolutionhereIveinvestigatedanditseemsthatachangeinassemblyloadingiscausingit.InpreviousversionsalltypesofeachloadedassemblywouldberegisteredintheSerializationManagerSinceourexternallibraryassemblyisloadedwithReflectionOnlysettotrueanddoesnotreferenceorleansthetypesarenotregistered.FromwhatIveseenitonlyhappensforabstracttypessinceforconcretetypesthecodegencreatesaserializerwhichisregisteredtotheSerializationManagerbysomeothercodepath.PagingReubenBondtooastheAssemblyProcessorchangesweremadebyhimThanksRan,23/11/2015,2/12/2015,"on|assembly|load void,694221652,object void,-2089506901,sender void,-287218202,assembly|load|event|args void,-2089506901,args void,-1641386000,args void,-1510064481,find|serialization|info void,314929136,loaded|assembly void,-1738267790,METHOD_NAME object,1444312316,sender object,-652563225,assembly|load|event|args object,-1448776625,args object,1855616872,args object,329670582,find|serialization|info object,-100698264,loaded|assembly object,-1843379885,METHOD_NAME sender,-1890865558,assembly|load|event|args sender,2128036864,args sender,-1245050928,args sender,909413215,find|serialization|info sender,-1245050929,loaded|assembly sender,1220700863,METHOD_NAME assembly|load|event|args,-2133534192,args assembly|load|event|args,1279142050,args assembly|load|event|args,-495795146,find|serialization|info assembly|load|event|args,-1059510110,loaded|assembly assembly|load|event|args,-1581622644,METHOD_NAME args,909413215,find|serialization|info args,-1355330869,find|serialization|info args,-1245050929,loaded|assembly args,-2090272819,loaded|assembly args,1220700863,METHOD_NAME args,-1483472647,METHOD_NAME find|serialization|info,-343214458,loaded|assembly find|serialization|info,1827317282,METHOD_NAME loaded|assembly,-894490660,METHOD_NAME args,-567182608,args args,-1245050928,args
process|assembly void,-287218202,assembly void,-2089506901,assembly void,1769806882,assembly void,-1010924476,assembly void,203722941,reflection|only void,-697364855,type|utils void,-697299319,is|orleans|or|references|orleans void,-1738267790,METHOD_NAME assembly,-2133534192,assembly assembly,310327388,assembly assembly,-491221257,assembly assembly,1876411329,reflection|only assembly,-254408263,type|utils assembly,-254342727,is|orleans|or|references|orleans assembly,-1581622644,METHOD_NAME assembly,1905664196,reflection|only assembly,-2090272819,reflection|only assembly,-1656115369,reflection|only assembly,1752156065,type|utils assembly,-1180260131,type|utils assembly,-1036047614,type|utils assembly,-976727290,is|orleans|or|references|orleans assembly,1158392029,is|orleans|or|references|orleans assembly,-1036047615,is|orleans|or|references|orleans assembly,1220700863,METHOD_NAME assembly,-1340693632,METHOD_NAME assembly,-200073466,METHOD_NAME reflection|only,420602667,type|utils reflection|only,-1535712469,is|orleans|or|references|orleans reflection|only,-845440578,METHOD_NAME type|utils,-2090272819,is|orleans|or|references|orleans type|utils,326116345,METHOD_NAME is|orleans|or|references|orleans,381479895,METHOD_NAME assembly,1187775259,assembly assembly,239670455,assembly assembly,-432987964,assembly assembly,-1656115368,assembly assembly,2031807346,assembly assembly,-1181028021,assembly","old|code|all|loaded|assemblies,COMMENT,old|code|all|loaded|assemblies
would|get|here|and|all,COMMENT,would|get|here|and|all
types|will|be|registered,COMMENT,types|will|be|registered
if|the|assembly|is|loaded,COMMENT,if|the|assembly|is|loaded
for|reflection|only|or|it,COMMENT,for|reflection|only|or|it
does|not|reference|orleansC|avoid,COMMENT,does|not|reference|orleansC|avoid
processing|it,COMMENT,processing|it
rest|of|code,COMMENT,rest|of|code
old|code|all|loaded|assemblies,COMMENT,old|code|all|loaded|assemblies
would|get|here|and|all,COMMENT,would|get|here|and|all
types|will|be|registered,COMMENT,types|will|be|registered
if|the|assembly|is|loaded,COMMENT,if|the|assembly|is|loaded
for|reflection|only|or|it,COMMENT,for|reflection|only|or|it
does|not|reference|orleansC|avoid,COMMENT,does|not|reference|orleansC|avoid
processing|it,COMMENT,processing|it
rest|of|code,COMMENT,rest|of|code",Serialization fails when grain methods use abstract types from external libraries HelloallWehaveagrainwhichacceptsaparameterwithanabstracttypewhichisloadedfromanexternallibrarywhichisOrleansagnosticanugetusedbyseveralsystemsinourdeployment.Untillatelyever,"on|assembly|load void,694221652,object void,-2089506901,sender void,-287218202,assembly|load|event|args void,-2089506901,args void,-1641386000,args void,-1510064481,find|serialization|info void,314929136,loaded|assembly void,-1738267790,METHOD_NAME object",randa1
orleans,1073,1072,CodeGen: fix serialization of types in assemblies which do not reference Orleans,,CurrentlythecodegeneratoronlyconsidersassemblieswhichdirectlyreferenceOrleans.dllThisisdonetoimprovesilostarttimes.UnfortunatelythishasleadtoproblemswheretypeswhicharespecifiedinassemblieswhichdonotdirectlyreferenceOrleans.dllwillnothaveserializersgeneratedforthem.See1064and1056forexample.Iwantinputonhowtosolvethis.OnepossiblesolutionistocreateaKnownTypeattributewhichcanexistontheassemblylevelgraininterfacelevelgrainclasslevelorgrainmethodlevelwhichreferstoexternaltypeswhichwillrequireserializationgeneration.Wewouldusethathinttopickuptheentireassemblyofthereferencedtypeandgenerateserializersforalltypeswhichwecangenerateserializersfor.Anothertweakistoconsiderallassembliesforalltypeswhicharereferencedfromagraininterface.Thatwayifagrainreferencesanabstracttypeinaforeignassemblywewillgenerateserializersforalltypesinthatassembly.Yourfeedbackisgreatlyappreciated,25/11/2015,2/12/2015,,,CodeGen: fix serialization of types in assemblies which do not reference Orleans CurrentlythecodegeneratoronlyconsidersassemblieswhichdirectlyreferenceOrleans.dllThisisdonetoimprovesilostarttimes.Unfortunatelythishasleadtoproblemswheretypeswhicharespecifi,,randa1
orleans,1091,1077,Added test for usage of abstract/enum types from external libraries,,Following1064and1072.ItsworthnotingthatthetestsfailonlyifthetypesareusedingenericstheserializationforDoStuffAbstractTypep1willworkbutforDoStuffIEnumerableAbstractTypep1willfail.CurrentlythetestshavetheIgnoreattributeastheyarefailinguntiltherewillbeafixfromReubenBond.,25/11/2015,8/12/2015,,,Added test for usage of abstract/enum types from external libraries Following1064and1072.ItsworthnotingthatthetestsfailonlyifthetypesareusedingenericstheserializationforDoStuffAbstractTypep1willworkbutforDoStuffIEnumerableAbstractTypep1willfail.Currentlyt,,cata
orleans,2478,1079,Documentation for OnActivateAsync?,,WhenlookingintoansweringaquestiononSOIfoundsomementionsoftheOnActivateAsyncmethodbutprettymuchtheonlydocumentationaboutitIcouldfindisashortmentioninatutorialandfewmentionsinpassinginanothertutorialIstheresomedocumentationaboutthismethodthatImoverlookingIfnotshouldnttherebemoreofitMaybeadetailedexplanationofthelifecycleofagrain,25/11/2015,17/12/2016,,,Documentation for OnActivateAsync? WhenlookingintoansweringaquestiononSOIfoundsomementionsoftheOnActivateAsyncmethodbutprettymuchtheonlydocumentationaboutitIcouldfindisashortmentioninatutorialandfewmentionsinpassinginanothertutorialIstheresomedocumentatio,,ashkan-saeedi-mazdeh
orleans,1077,1072,CodeGen: fix serialization of types in assemblies which do not reference Orleans,,CurrentlythecodegeneratoronlyconsidersassemblieswhichdirectlyreferenceOrleans.dllThisisdonetoimprovesilostarttimes.UnfortunatelythishasleadtoproblemswheretypeswhicharespecifiedinassemblieswhichdonotdirectlyreferenceOrleans.dllwillnothaveserializersgeneratedforthem.See1064and1056forexample.Iwantinputonhowtosolvethis.OnepossiblesolutionistocreateaKnownTypeattributewhichcanexistontheassemblylevelgraininterfacelevelgrainclasslevelorgrainmethodlevelwhichreferstoexternaltypeswhichwillrequireserializationgeneration.Wewouldusethathinttopickuptheentireassemblyofthereferencedtypeandgenerateserializersforalltypeswhichwecangenerateserializersfor.Anothertweakistoconsiderallassembliesforalltypeswhicharereferencedfromagraininterface.Thatwayifagrainreferencesanabstracttypeinaforeignassemblywewillgenerateserializersforalltypesinthatassembly.Yourfeedbackisgreatlyappreciated,25/11/2015,2/12/2015,,,CodeGen: fix serialization of types in assemblies which do not reference Orleans CurrentlythecodegeneratoronlyconsidersassemblieswhichdirectlyreferenceOrleans.dllThisisdonetoimprovesilostarttimes.Unfortunatelythishasleadtoproblemswheretypeswhicharespecifi,,randa1
orleans,4254,1069,Orleans clients using PersistentStreamProviders must have configured gateways for every silo in the cluster.,,Orleansclientscommunicatewiththeclusterthroughconfiguredgateways.IfagrainactivationisonasilothatisnotononeoftheconfiguredgatewaysOrleanswillroutecommunicationwiththatgrainthroughoneoftheconfiguredgateways.Thisispossiblebecauseeachgatewaycanobtaintheaddressofthesiloresponsibleforanyactivation.Systemtargetshoweverarenotroutedastheiraddresscannotbeobtained.Anycalltoasystemtargetmustbemadedirectlytothesiloresponsibleforthatsystemtargetsactivation.ThismeansthatanOrleansclientthatneedstosendamessagetoasystemtargetmusthavethesiloresponsibleforthesystemtargetsactivationinitslistofconfiguredgateways.SincethePersistentStreamProvidersusedsystemtargetstoreadfromthequeueforOrleansClientstousePersistentStreamProviderstheymusthavegatewayconnectionstoeverysilointhecluster.Orleansclientsshouldrequireonlyasinglegateway.Sincethisbreaksthatexpectationthisisabug.,25/11/2015,21/03/2018,,,Orleans clients using PersistentStreamProviders must have configured gateways for every silo in the cluster. Orleansclientscommunicatewiththeclusterthroughconfiguredgateways.IfagrainactivationisonasilothatisnotononeoftheconfiguredgatewaysOrleanswillroutec,,benjaminpetit
orleans,1080,1077,Added test for usage of abstract/enum types from external libraries,,Following1064and1072.ItsworthnotingthatthetestsfailonlyifthetypesareusedingenericstheserializationforDoStuffAbstractTypep1willworkbutforDoStuffIEnumerableAbstractTypep1willfail.CurrentlythetestshavetheIgnoreattributeastheyarefailinguntiltherewillbeafixfromReubenBond.,25/11/2015,8/12/2015,,,Added test for usage of abstract/enum types from external libraries Following1064and1072.ItsworthnotingthatthetestsfailonlyifthetypesareusedingenericstheserializationforDoStuffAbstractTypep1willworkbutforDoStuffIEnumerableAbstractTypep1willfail.Currentlyt,,ReubenBond
orleans,1085,1074,CodeGen: use await in generated IGrainMethodInvoker.Invoke methods & avoid .Box(),,CurrentlygeneratedIGrainMethodInvokerimplementationslooksomethinglikethisNotethatweremovetheoutertrycatchandthecallto.Box.Anyconcerns,25/11/2015,1/12/2015,,,CodeGen: use await in generated IGrainMethodInvoker.Invoke methods & avoid .Box() CurrentlygeneratedIGrainMethodInvokerimplementationslooksomethinglikethisNotethatweremovetheoutertrycatchandthecallto.Box.Anyconcerns,,dVakulen
orleans,1080,1072,CodeGen: fix serialization of types in assemblies which do not reference Orleans,,CurrentlythecodegeneratoronlyconsidersassemblieswhichdirectlyreferenceOrleans.dllThisisdonetoimprovesilostarttimes.UnfortunatelythishasleadtoproblemswheretypeswhicharespecifiedinassemblieswhichdonotdirectlyreferenceOrleans.dllwillnothaveserializersgeneratedforthem.See1064and1056forexample.Iwantinputonhowtosolvethis.OnepossiblesolutionistocreateaKnownTypeattributewhichcanexistontheassemblylevelgraininterfacelevelgrainclasslevelorgrainmethodlevelwhichreferstoexternaltypeswhichwillrequireserializationgeneration.Wewouldusethathinttopickuptheentireassemblyofthereferencedtypeandgenerateserializersforalltypeswhichwecangenerateserializersfor.Anothertweakistoconsiderallassembliesforalltypeswhicharereferencedfromagraininterface.Thatwayifagrainreferencesanabstracttypeinaforeignassemblywewillgenerateserializersforalltypesinthatassembly.Yourfeedbackisgreatlyappreciated,25/11/2015,2/12/2015,,,CodeGen: fix serialization of types in assemblies which do not reference Orleans CurrentlythecodegeneratoronlyconsidersassemblieswhichdirectlyreferenceOrleans.dllThisisdonetoimprovesilostarttimes.Unfortunatelythishasleadtoproblemswheretypeswhicharespecifi,,ReubenBond
orleans,1091,1080,"CodeGen: Allow [KnownType] & [KnownAssembly] hints, fix AssemblyProcessor scanning",,Fixes10721064.Ialteredranda1stestsfrom1077tofixthemgiventhischange.assemblyKnownTypetypeofConcreteTypewillconsiderasingletypeforcodegeneration.assemblyKnownAssemblytypeofFSharpOptionintwillconsideranentireassemblyforcodegeneration.IoptedtoallowspecifyingaTypeforbothattributes.InthecaseofKnownAssemblyitwilltaketheassemblywhichthetypeisdefinedin.KnownAssemblycanalsotakeastringassemblyName.AssemblyProcessorwasonlycallingSerializationManager.FindSerializationInfoandGrainFactory.FindSupportClassesforassemblieswhichwerealsocandidatesforcodegenerationi.eisreferencesOrleans.dll.IveupdatedthatsothatanynonReflectionOnlyassemblywillbescanned.,26/11/2015,2/12/2015,,,"CodeGen: Allow [KnownType] & [KnownAssembly] hints, fix AssemblyProcessor scanning Fixes10721064.Ialteredranda1stestsfrom1077tofixthemgiventhischange.assemblyKnownTypetypeofConcreteTypewillconsiderasingletypeforcodegeneration.assemblyKnownAssemblytypeofFS",,cata
roslyn,7951,7133,C# Interactive output doesn't obey current culture,,NotethatIhadtouseDefaultThreadCurrentCulturedueto7132IexpectedtheoutputofMath.PIintheFrenchculturetobeformattedwithacommaforthedecimalseparator.ToStringworkscorrectly.IsCinteractiveforcingtheinvariantculturefordisplay,30/11/2015,,,,C# Interactive output doesn't obey current culture NotethatIhadtouseDefaultThreadCurrentCulturedueto7132IexpectedtheoutputofMath.PIintheFrenchculturetobeformattedwithacommaforthedecimalseparator.ToStringworkscorrectly.IsCinteractiveforcingtheinvariantcult,,drognanar
roslyn,7930,7115,vbcscompiler.exe should support a /shutdown flag,,Thevbcscompiler.exeshouldhavesomenicewaytoshutdownitselfdownwithoutresortingtokillingallinstanceseverywhere.Icouldimagineithasashutdownflagthateither1.Shutsdownrunninginstancesthatmatchtheinvokedvbcscompiler.exebyfullpathor2.Takesapathandshutsdownrunninginstancesfromthatpath.,30/11/2015,19/01/2016,,,vbcscompiler.exe should support a /shutdown flag Thevbcscompiler.exeshouldhavesomenicewaytoshutdownitselfdownwithoutresortingtokillingallinstanceseverywhere.Icouldimagineithasashutdownflagthateither1.Shutsdownrunninginstancesthatmatchtheinvokedvbcscompile,,jaredpar
orleans,1978,1092,Reconcile Orleans Statistics and Telemetry API,,WiththeintroductionofaTelemetryAPItoOrleanspublicapiseeTelemetryAPI1026thereisnowadegreeofduplicationwiththepreexistinginternalstatisticsreportingsystemseeinternalclassLogStatistics.Itwouldbegoodtoreconcilethesetwosystems.Thisthreadistodiscusshowthisshouldbedoneandresolveanytechnicalissuesencountered.Tagginggalvesribeirogabikliot,1/12/2015,,,,Reconcile Orleans Statistics and Telemetry API WiththeintroductionofaTelemetryAPItoOrleanspublicapiseeTelemetryAPI1026thereisnowadegreeofduplicationwiththepreexistinginternalstatisticsreportingsystemseeinternalclassLogStatistics.Itwouldbegoodtoreconcileth,,tsibelman
orleans,1312,1096,Recoverable Event Hub Persistent Stream Provider,,MuchofOrleansstreaminginfrastructurewasdesignedtosupportthefollowingrequirementsOrderedstreamswithdataduplicationallowedEventsmustbedeliveredtoconsumersinorder.Duplicateeventsareallowed.Forinstanceastreamofeventse1e2e3e4e5canbedeliveredtoaconsumerorderedase1e2e3e4e1e2e5butcantbedeliveredintheordere1e4e5e2e3e4e5.RecoverableRewindableConsumerscanrecoverfromtransienterrorsinstreamprocessingbyresumingstreamconsumptionfromthesequencetokenofthelastsuccessfullyprocessedevent.Sincethisisintendedonlytocompensatefortransientstreamprocessingerrorsonly30minutesofrecoverablestreamdataisrequired.PersistentstreamsEventsmustbepersistedupongeneration.Processingoftheeventcanbedelayedbutpersistenceoftheeventmustbeimmediate.PerformantMustsupportstreamdeliveryof2000eventspersecondpersilowithbelow40CPUutilization.Theserequirementscamefrom343IndustriesanearlyadopterandcodeveloperofOrleansstreamingtechnology.343IndustriesdevelopedarecoverablestreamproviderusingEventHub.ThisEventHubStreamProviderisbeingcontributedtotheOrleansopensourceproject.DuringtheprocessofportingthistechnologytoOrleansthestreamproviderwillberefactoredandreorganizedtoconformtoOrleansopensourceconventionsbutthecorearchitectureandrequirementsmustbepreserved.Thisstreamproviderwillbeintroducedinthefollowingstagesplansubjecttochange1.MinimalnonrecoverableEventHubstreamproviderIntroductionofanewServiceBusspecificproject.OrleansServiceBus.ThiswillbecomparabletotheazurespecificprojectOrleansAzureUtils.DevelopmentofEventHubQueueAdaptercomparabletoAzureQueueAdapterwithsimilarlimitations.1.Nonrewindable2.Willusesimplequeuecache.DefineanEventHubStreamProviderthatisapersistentstreamproviderthatusestheEventHubAdapter.AddtestcoverageforEventHubStreamProvidercomparabletothatofAzureQueueStreamProvider.2.IntroducePooledQueueCacheopentobettername.ThiswillbeanimplementationoftheIQueueCacheinterfacewhichcancacheupto30minutesofdatawhileminimizingimpacttogarbagecollection.Thisimplementationwillcacherawserializedeventsinpooledblocksofmemorythatarereusedandnevercollectedbygarbagecollectionsystem.AddPooledQueueCacheBVTtests.3.AddrecoverablestreamtestsusingtheteststreamproviderGeneratorStreamProviderwithaPooledQueueCache.4.UpdateEventHubStreamProvidertoberecoverable.UpdateEventHubQueueAdaptertousePooledQueueCache.EventHubQueueAdaptertopersiststatethattracksoffsetintoEventHubpartition.AddrecoverablestreamtestscomparabletothosebuiltagainstGeneratorStreamProvider.,1/12/2015,25/02/2016,,,Recoverable Event Hub Persistent Stream Provider MuchofOrleansstreaminginfrastructurewasdesignedtosupportthefollowingrequirementsOrderedstreamswithdataduplicationallowedEventsmustbedeliveredtoconsumersinorder.Duplicateeventsareallowed.Forinstanceastreamof,,jason-bragg
orleans,1139,1092,Reconcile Orleans Statistics and Telemetry API,,WiththeintroductionofaTelemetryAPItoOrleanspublicapiseeTelemetryAPI1026thereisnowadegreeofduplicationwiththepreexistinginternalstatisticsreportingsystemseeinternalclassLogStatistics.Itwouldbegoodtoreconcilethesetwosystems.Thisthreadistodiscusshowthisshouldbedoneandresolveanytechnicalissuesencountered.Tagginggalvesribeirogabikliot,1/12/2015,,,,Reconcile Orleans Statistics and Telemetry API WiththeintroductionofaTelemetryAPItoOrleanspublicapiseeTelemetryAPI1026thereisnowadegreeofduplicationwiththepreexistinginternalstatisticsreportingsystemseeinternalclassLogStatistics.Itwouldbegoodtoreconcileth,,tsibelman
orleans,1163,1096,Recoverable Event Hub Persistent Stream Provider,,MuchofOrleansstreaminginfrastructurewasdesignedtosupportthefollowingrequirementsOrderedstreamswithdataduplicationallowedEventsmustbedeliveredtoconsumersinorder.Duplicateeventsareallowed.Forinstanceastreamofeventse1e2e3e4e5canbedeliveredtoaconsumerorderedase1e2e3e4e1e2e5butcantbedeliveredintheordere1e4e5e2e3e4e5.RecoverableRewindableConsumerscanrecoverfromtransienterrorsinstreamprocessingbyresumingstreamconsumptionfromthesequencetokenofthelastsuccessfullyprocessedevent.Sincethisisintendedonlytocompensatefortransientstreamprocessingerrorsonly30minutesofrecoverablestreamdataisrequired.PersistentstreamsEventsmustbepersistedupongeneration.Processingoftheeventcanbedelayedbutpersistenceoftheeventmustbeimmediate.PerformantMustsupportstreamdeliveryof2000eventspersecondpersilowithbelow40CPUutilization.Theserequirementscamefrom343IndustriesanearlyadopterandcodeveloperofOrleansstreamingtechnology.343IndustriesdevelopedarecoverablestreamproviderusingEventHub.ThisEventHubStreamProviderisbeingcontributedtotheOrleansopensourceproject.DuringtheprocessofportingthistechnologytoOrleansthestreamproviderwillberefactoredandreorganizedtoconformtoOrleansopensourceconventionsbutthecorearchitectureandrequirementsmustbepreserved.Thisstreamproviderwillbeintroducedinthefollowingstagesplansubjecttochange1.MinimalnonrecoverableEventHubstreamproviderIntroductionofanewServiceBusspecificproject.OrleansServiceBus.ThiswillbecomparabletotheazurespecificprojectOrleansAzureUtils.DevelopmentofEventHubQueueAdaptercomparabletoAzureQueueAdapterwithsimilarlimitations.1.Nonrewindable2.Willusesimplequeuecache.DefineanEventHubStreamProviderthatisapersistentstreamproviderthatusestheEventHubAdapter.AddtestcoverageforEventHubStreamProvidercomparabletothatofAzureQueueStreamProvider.2.IntroducePooledQueueCacheopentobettername.ThiswillbeanimplementationoftheIQueueCacheinterfacewhichcancacheupto30minutesofdatawhileminimizingimpacttogarbagecollection.Thisimplementationwillcacherawserializedeventsinpooledblocksofmemorythatarereusedandnevercollectedbygarbagecollectionsystem.AddPooledQueueCacheBVTtests.3.AddrecoverablestreamtestsusingtheteststreamproviderGeneratorStreamProviderwithaPooledQueueCache.4.UpdateEventHubStreamProvidertoberecoverable.UpdateEventHubQueueAdaptertousePooledQueueCache.EventHubQueueAdaptertopersiststatethattracksoffsetintoEventHubpartition.AddrecoverablestreamtestscomparabletothosebuiltagainstGeneratorStreamProvider.,1/12/2015,25/02/2016,,,Recoverable Event Hub Persistent Stream Provider MuchofOrleansstreaminginfrastructurewasdesignedtosupportthefollowingrequirementsOrderedstreamswithdataduplicationallowedEventsmustbedeliveredtoconsumersinorder.Duplicateeventsareallowed.Forinstanceastreamof,,jason-bragg
orleans,1245,1096,Recoverable Event Hub Persistent Stream Provider,,MuchofOrleansstreaminginfrastructurewasdesignedtosupportthefollowingrequirementsOrderedstreamswithdataduplicationallowedEventsmustbedeliveredtoconsumersinorder.Duplicateeventsareallowed.Forinstanceastreamofeventse1e2e3e4e5canbedeliveredtoaconsumerorderedase1e2e3e4e1e2e5butcantbedeliveredintheordere1e4e5e2e3e4e5.RecoverableRewindableConsumerscanrecoverfromtransienterrorsinstreamprocessingbyresumingstreamconsumptionfromthesequencetokenofthelastsuccessfullyprocessedevent.Sincethisisintendedonlytocompensatefortransientstreamprocessingerrorsonly30minutesofrecoverablestreamdataisrequired.PersistentstreamsEventsmustbepersistedupongeneration.Processingoftheeventcanbedelayedbutpersistenceoftheeventmustbeimmediate.PerformantMustsupportstreamdeliveryof2000eventspersecondpersilowithbelow40CPUutilization.Theserequirementscamefrom343IndustriesanearlyadopterandcodeveloperofOrleansstreamingtechnology.343IndustriesdevelopedarecoverablestreamproviderusingEventHub.ThisEventHubStreamProviderisbeingcontributedtotheOrleansopensourceproject.DuringtheprocessofportingthistechnologytoOrleansthestreamproviderwillberefactoredandreorganizedtoconformtoOrleansopensourceconventionsbutthecorearchitectureandrequirementsmustbepreserved.Thisstreamproviderwillbeintroducedinthefollowingstagesplansubjecttochange1.MinimalnonrecoverableEventHubstreamproviderIntroductionofanewServiceBusspecificproject.OrleansServiceBus.ThiswillbecomparabletotheazurespecificprojectOrleansAzureUtils.DevelopmentofEventHubQueueAdaptercomparabletoAzureQueueAdapterwithsimilarlimitations.1.Nonrewindable2.Willusesimplequeuecache.DefineanEventHubStreamProviderthatisapersistentstreamproviderthatusestheEventHubAdapter.AddtestcoverageforEventHubStreamProvidercomparabletothatofAzureQueueStreamProvider.2.IntroducePooledQueueCacheopentobettername.ThiswillbeanimplementationoftheIQueueCacheinterfacewhichcancacheupto30minutesofdatawhileminimizingimpacttogarbagecollection.Thisimplementationwillcacherawserializedeventsinpooledblocksofmemorythatarereusedandnevercollectedbygarbagecollectionsystem.AddPooledQueueCacheBVTtests.3.AddrecoverablestreamtestsusingtheteststreamproviderGeneratorStreamProviderwithaPooledQueueCache.4.UpdateEventHubStreamProvidertoberecoverable.UpdateEventHubQueueAdaptertousePooledQueueCache.EventHubQueueAdaptertopersiststatethattracksoffsetintoEventHubpartition.AddrecoverablestreamtestscomparabletothosebuiltagainstGeneratorStreamProvider.,1/12/2015,25/02/2016,,,Recoverable Event Hub Persistent Stream Provider MuchofOrleansstreaminginfrastructurewasdesignedtosupportthefollowingrequirementsOrderedstreamswithdataduplicationallowedEventsmustbedeliveredtoconsumersinorder.Duplicateeventsareallowed.Forinstanceastreamof,,jason-bragg
roslyn,7846,7185,Rev build task version per day,,Whenwereleasenugetpackagesforthecompilerwithanewbuildtaskthattaskmaynotbeloadedbecausethetaskwiththesameassemblyversionmayhavealreadybeenloadedwithadifferentpath.IfweRevtheminorversioneverydaybyincludingthedateintheversionnumbertheninstallingvariousversionsofthecompilershouldbefineaslongstheywerentbuiltintheexactsameday.,2/12/2015,8/01/2016,,,Rev build task version per day Whenwereleasenugetpackagesforthecompilerwithanewbuildtaskthattaskmaynotbeloadedbecausethetaskwiththesameassemblyversionmayhavealreadybeenloadedwithadifferentpath.IfweRevtheminorversioneverydaybyincludingthedateintheversionnu,,agocke
orleans,1128,1109,Multi-Cluster Network,,ThisbranchcontainsthenewfunctionalityforsupportingmultipleclustersMultiClusterNetworkAzureTableBasedGossipChannelsandMultiClusterUnitTests.ItisoneofthepiecesoftheGeoDistributionProject948.,3/12/2015,27/05/2016,,,Multi-Cluster Network ThisbranchcontainsthenewfunctionalityforsupportingmultipleclustersMultiClusterNetworkAzureTableBasedGossipChannelsandMultiClusterUnitTests.ItisoneofthepiecesoftheGeoDistributionProject948.,,dsplaisted
orleans,1128,1109,Multi-Cluster Network,,ThisbranchcontainsthenewfunctionalityforsupportingmultipleclustersMultiClusterNetworkAzureTableBasedGossipChannelsandMultiClusterUnitTests.ItisoneofthepiecesoftheGeoDistributionProject948.,3/12/2015,27/05/2016,,,Multi-Cluster Network ThisbranchcontainsthenewfunctionalityforsupportingmultipleclustersMultiClusterNetworkAzureTableBasedGossipChannelsandMultiClusterUnitTests.ItisoneofthepiecesoftheGeoDistributionProject948.,,sebastianburckhardt
orleans,1116,1110,PersistentStreamProviders cause grain activations before Silo initialization is complete,"
		var randomTimerOffset = safeRandom.NextTimeSpan(config.GetQueueMsgsTimerPeriod);
        timer = base.RegisterTimer(AsyncTimerCallback, QueueId, randomTimerOffset, config.GetQueueMsgsTimerPeriod);",InPersistentStreamPullingAgentsInitializemethodthemessageconsumingtimerisimmediatelystartedwitharandomtimeintervalline156Oncethetimerticksmessageswillbereadfromthephysicalqueueanddeliveredtoconsumergrainsthuscausingtheiractivationloadingofstateetc.InexplicitstreamsitwillalsoloadthePubSubRendevouzGrains.Sincestreamprovidersareloadedbeforebootstrapprovidersthiscausesaracecondition.AllofthishappensbeforetheSilobootstrapprovidersareloadedandbeforeSiloinitializationiscomplete.Inourapplicationtherescodeinthebootstrapproviderwhichmusthappenbeforetheinitializationofthegrainssothisresultsinourgrainsbeingloadedwithabadstate.Ithinkthisshouldbehandleddifferentlyandthisismysuggestion1.AddanewmethodtotheIProviderorspecificallytoIStreamProviderinterfaceOnSiloLoaded.2.CallOnSiloLoadedforallprovidersaftertheSiloinitializationiscomplete.3.ThecodeabovefromthepullingagentwillbemovedtoOnSiloLoaded.Whatdoyouthink,4/12/2015,8/12/2015,,,PersistentStreamProviders cause grain activations before Silo initialization is complete InPersistentStreamPullingAgentsInitializemethodthemessageconsumingtimerisimmediatelystartedwitharandomtimeintervalline156Oncethetimerticksmessageswillbereadfromthephy,,gabikliot
orleans,1131,1115,.Net 4.5.1 and Microsoft DI RC1 Update,,UpdatedOrleansto.Net4.5.1UpdatedMicrosoftDItoRC1StepsinvolvedUpdatedtargetframeworkinprojfilesto4.5.1RanUpdatePackageReinstallcommandRemovedoldDIpackagespackageandnamespacechangefromBeta8toRC1AddednewDIpackages.,6/12/2015,10/12/2015,,,.Net 4.5.1 and Microsoft DI RC1 Update UpdatedOrleansto.Net4.5.1UpdatedMicrosoftDItoRC1StepsinvolvedUpdatedtargetframeworkinprojfilesto4.5.1RanUpdatePackageReinstallcommandRemovedoldDIpackagespackageandnamespacechangefromBeta8toRC1AddednewDIpackages.,,jthelin
