IssueLabelID,Title,Description.Element:Text,Title_Description.Element:Text,Label.Element:Text,Assignee,CreatedAt,ClosedAt
4850,Fix NullReferenceException in ExecutingWorkItemsTracker,"I hit a  constructor.

This PR fixes that adds some defensiveness and cleans up the code a little.","Fix NullReferenceException in ExecutingWorkItemsTracker I hit a  constructor.

This PR fixes that adds some defensiveness and cleans up the code a little.",,benjaminpetit,,
4847,Why is it that only the last Silo suspected of P can declare its death?,If the successor node ABC of P starts at intervals then it is possible that A suspects P writes; B suspects P writes; C suspects P writes and in such a dead cycle can not really declare P's death.,Why is it that only the last Silo suspected of P can declare its death? If the successor node ABC of P starts at intervals then it is possible that A suspects P writes; B suspects P writes; C suspects P writes and in such a dead cycle can not really declare P's death.,question,sergeybykov,,
4846,Repair typesetting error,Repair typesetting error.,Repair typesetting error Repair typesetting error.,documentation,JillHeaden,,
4844,Fix partial build,Tentative to bring #4740 to the master branch,Fix partial build Tentative to bring #4740 to the master branch,,ReubenBond,,
4843,Orleans Health Check,"We are running Orleans on a Kubernetes cluster.

What is the recommended way to set up readiness/liveliness (health) checks on silos?
","Orleans Health Check We are running Orleans on a Kubernetes cluster.

What is the recommended way to set up readiness/liveliness (health) checks on silos?
",question,benjaminpetit,,
4842,Orleans.Runtime.OrleansException: Not connected to a gateway when reconnecting to a local silo,"I'm just playing with Orleans and one of the basics and I tried the 2.0 sample app.

I started the client before the silo (intentionally) just to see if the retry policy outlined there would work. The client connected but then immediately failed with the error I'm pasting below.

Steps to reproduce:

1. Use the [Hello world sample](https://github.com/dotnet/orleans/tree/master/Samples/2.0/HelloWorld)
1. Start the client
1. Start the silo (after the client has been started)
1. Observe the log output to see the exception

Expected behaviour:
I would expect the client to successfully reconnect and perform operations normally. Is this something that is supposed to work or am I expecting too much? Let me know if you need more details on the setup.

Log output:

<details>
  <summary>Expand log content</summary>


</details>","Orleans.Runtime.OrleansException: Not connected to a gateway when reconnecting to a local silo I'm just playing with Orleans and one of the basics and I tried the 2.0 sample app.

I started the client before the silo (intentionally) just to see if the retry policy outlined there would work. The client connected but then immediately failed with the error I'm pasting below.

Steps to reproduce:

1. Use the [Hello world sample](https://github.com/dotnet/orleans/tree/master/Samples/2.0/HelloWorld)
1. Start the client
1. Start the silo (after the client has been started)
1. Observe the log output to see the exception

Expected behaviour:
I would expect the client to successfully reconnect and perform operations normally. Is this something that is supposed to work or am I expecting too much? Let me know if you need more details on the setup.

Log output:

<details>
  <summary>Expand log content</summary>


</details>",,benjaminpetit,,
4841,Ignore ambiguous transactions in correctness testing.,Updated transaction correctness/recoverability tests to not check results against client expectations if transaction success was ambiguous.,Ignore ambiguous transactions in correctness testing. Updated transaction correctness/recoverability tests to not check results against client expectations if transaction success was ambiguous.,,xiazen,,
4839,Namespace property removed from ImplicitStreamSubscriptionAttribute in 1.5,"From [gitter chat here](https://gitter.im/dotnet/orleans?at=5b6bf2c9e9b96f2c98e36bec)

We started to migrate 1.4 -> 1.5 (2.0 deemed too big rework and too many breaking changes)
and discovered that we need to make some changes in our code base. They are more or less reasonable like DI for constructors and some removed defaults. There is one change in 1.5 that looks strange and unreasonable and I'd like to understand what was the reasoning behind it:

Previously (in 1.4)  in favour of our own one and this is what we are doing now. For me it's a code smell to introduce your own attributes to solve the problem that was perfectly solved in older versions of framework.

But the question is - what was the reason behind this breaking change ? It feels that it doesn't affect anything but was simply to break public contract that was in use (across multiple 1.x version) without any obvious alternative or any afterthoughts of how this is going to affect existing deployments.

Also If there is a better way to implement this in non 2.0 world - keen to hear in comments.","Namespace property removed from ImplicitStreamSubscriptionAttribute in 1.5 From [gitter chat here](https://gitter.im/dotnet/orleans?at=5b6bf2c9e9b96f2c98e36bec)

We started to migrate 1.4 -> 1.5 (2.0 deemed too big rework and too many breaking changes)
and discovered that we need to make some changes in our code base. They are more or less reasonable like DI for constructors and some removed defaults. There is one change in 1.5 that looks strange and unreasonable and I'd like to understand what was the reasoning behind it:

Previously (in 1.4)  in favour of our own one and this is what we are doing now. For me it's a code smell to introduce your own attributes to solve the problem that was perfectly solved in older versions of framework.

But the question is - what was the reason behind this breaking change ? It feels that it doesn't affect anything but was simply to break public contract that was in use (across multiple 1.x version) without any obvious alternative or any afterthoughts of how this is going to affect existing deployments.

Also If there is a better way to implement this in non 2.0 world - keen to hear in comments.",documentation,jason-bragg,10/08/2018 8:44,
4837,Client shutdown problem,"Hi

We noticed that if we kill the client without calling method .Close next time when we tried to establish a connection with silo host client connection hangs with the state ""Starting"".

From console log we can see all active gateways TCP connection is alive but code simply hangs on 
![image](https://user-images.githubusercontent.com/1646051/43911787-9f151528-9c00-11e8-9390-e6dbec010879.png)

Has anyone else noticed the same issue before?

Best

Dean","Client shutdown problem Hi

We noticed that if we kill the client without calling method .Close next time when we tried to establish a connection with silo host client connection hangs with the state ""Starting"".

From console log we can see all active gateways TCP connection is alive but code simply hangs on 
![image](https://user-images.githubusercontent.com/1646051/43911787-9f151528-9c00-11e8-9390-e6dbec010879.png)

Has anyone else noticed the same issue before?

Best

Dean",,benjaminpetit,,
4835,Change Orleans.TelemetryConsumers.Counters project target platform to netstandard or netcoreapp,Currently  since  it is already available for netstandart https://www.nuget.org/packages/System.Diagnostics.PerformanceCounter/,Change Orleans.TelemetryConsumers.Counters project target platform to netstandard or netcoreapp Currently  since  it is already available for netstandart https://www.nuget.org/packages/System.Diagnostics.PerformanceCounter/,,ReubenBond,,
4834,Questions about Reminders timing,"Hey there
In our team we are using Orleans Reminders to perform an action that should run exactly every 1 hour.
Reminders are registered with the following function: 
As we noticed recently a reminder that was registered with dueTime=0 period=1 hour will not tick every one hour exactly.
It will simply wait 1 hour _after the last reminder ended_ and then send the next reminder tick.
That is a problem to us since the reminder invokes a function that can take few seconds to end. In that case we will have an **accumulative delay** on reminder ticks that will be received every 1 hour **+ epsilon**.

From [Orleans Documentation](https://dotnet.github.io/orleans/1.5/Documentation/Core-Features/Timers-and-Reminders.html) it is said to be the case for Orleans Timers and for Reminders it said that ""Reminders are similar to timers [...]"".

My question is **whether there is an option to configure reminder timing** to be exactly as we registered (first tick after dueTime time and then a tick every period) without being affected by the duration of the function the reminder invokes.
If there isn't other solutions would be (A) making the reminder to invoke a async Task without awaiting for it (B) making the reminder to start a timer to do the actual work or (C) keeping track on the delay from the expected time and once it got too big update and re-schedule the reminder.

We'll be glad to hear if you know a way to handle it or simply what would you do in such cases :)
","Questions about Reminders timing Hey there
In our team we are using Orleans Reminders to perform an action that should run exactly every 1 hour.
Reminders are registered with the following function: 
As we noticed recently a reminder that was registered with dueTime=0 period=1 hour will not tick every one hour exactly.
It will simply wait 1 hour _after the last reminder ended_ and then send the next reminder tick.
That is a problem to us since the reminder invokes a function that can take few seconds to end. In that case we will have an **accumulative delay** on reminder ticks that will be received every 1 hour **+ epsilon**.

From [Orleans Documentation](https://dotnet.github.io/orleans/1.5/Documentation/Core-Features/Timers-and-Reminders.html) it is said to be the case for Orleans Timers and for Reminders it said that ""Reminders are similar to timers [...]"".

My question is **whether there is an option to configure reminder timing** to be exactly as we registered (first tick after dueTime time and then a tick every period) without being affected by the duration of the function the reminder invokes.
If there isn't other solutions would be (A) making the reminder to invoke a async Task without awaiting for it (B) making the reminder to start a timer to do the actual work or (C) keeping track on the delay from the expected time and once it got too big update and re-schedule the reminder.

We'll be glad to hear if you know a way to handle it or simply what would you do in such cases :)
",question,sergeybykov,,
4833,Accepting into an existing Socket is not supported on this platform.,"Hi There 

I am deploying Orleans within docker on linux for the first time and have found an exception in my log that so far does not seem to be causing any issues. I though it worth reporting nonetheless.

My base image for docker deployment is microsoft/dotnet:2.1-runtime 

The log I have is as follows:

","Accepting into an existing Socket is not supported on this platform. Hi There 

I am deploying Orleans within docker on linux for the first time and have found an exception in my log that so far does not seem to be causing any issues. I though it worth reporting nonetheless.

My base image for docker deployment is microsoft/dotnet:2.1-runtime 

The log I have is as follows:

",,benjaminpetit,,
4832,Serializing Delegates not supported on this platform,"Hi There

I am running the latest version of Orleans on a docker container based upon microsoft/dotnet:2.1-runtime on linux.

It's running at AWS in the ECS environment.

The problem seems to be related to Fallback serialization of exceptions. I make a call to an external library AmazonLambdaClient which is throwing a permissions exception. The permissions exception is a custom exception type and it seems that there is something wrong with serialization of this custom exception within docker on linux. 

For now my workaround is to catch the exception and convert it to a regular System.Exception but I'm guessing this problem will rear it's head somewhere else.

The exception log is below:

","Serializing Delegates not supported on this platform Hi There

I am running the latest version of Orleans on a docker container based upon microsoft/dotnet:2.1-runtime on linux.

It's running at AWS in the ECS environment.

The problem seems to be related to Fallback serialization of exceptions. I make a call to an external library AmazonLambdaClient which is throwing a permissions exception. The permissions exception is a custom exception type and it seems that there is something wrong with serialization of this custom exception within docker on linux. 

For now my workaround is to catch the exception and convert it to a regular System.Exception but I'm guessing this problem will rear it's head somewhere else.

The exception log is below:

",,ReubenBond,,
4831,Added support for priority transaction manager. ,"Only one priority transaction manager is allowed per transaction.  Priority TM be used to detect TOC in future changes.

Also moved ReadonlyCommit to resource interface from tm interface.  Call was placed in wrong interface when split.","Added support for priority transaction manager.  Only one priority transaction manager is allowed per transaction.  Priority TM be used to detect TOC in future changes.

Also moved ReadonlyCommit to resource interface from tm interface.  Call was placed in wrong interface when split.",,xiazen,,
4830,When deactivating a grain do not stop timers if there are running requests ,"Fix for #4774 

Thanks @yevhen  I was able to repro this issue 100% with this test. Like said in the issue this will fix only part of the issue.","When deactivating a grain, do not stop timers if there are running requests  Fix for #4774 

Thanks @yevhen  I was able to repro this issue 100% with this test. Like said in the issue this will fix only part of the issue.",,ReubenBond,,
4828,Questions about the order of method calls ,"Hi 

I am working on a stream processing system which might be sensitive to the orders of the method calls between grains. If I call an async method which sends messages from A to B multiple times will the messages are processed in order? 

Thanks!

 ","Questions about the order of method calls  Hi 

I am working on a stream processing system which might be sensitive to the orders of the method calls between grains. If I call an async method which sends messages from A to B multiple times will the messages are processed in order? 

Thanks!

 ",question,jason-bragg,,
4826,Question/Sample Request: Long running function execution via Orleans,"I've seen in the documentation about how ""Orleans is not suited for long running work*"" (*Generally) - I may be paraphrasing. There are a few issues regarding that same topic #4531 #4370 #3071 and several others that I'm having trouble finding ATM.

The tldr of what I'm hoping to accomplish with Orleans is to take lots of calls from my app and dispatch them across a cluster of Orleans silos.  Many of these calls that occur are completed in a few milliseconds but many take several minutes to complete when running in our non-Orleans implementation.  

I understand there is a default timeout of 30 seconds for the client to receive a response from the grain and I would feel weird about increasing that to accommodate our ""longest running logic""  I feel like there has to be a better way of doing it that just increasing the timeout.

Currently my calls (either fast or slow) look similar to this and note this is all CPU bound work:

Client.cs
 in order to keep memory usage down; it seemed like I was getting into some situations where I'd have so many scheduled tasks that all memory would be utilized and nothing would complete.  

The above code does not work without setting the timeout to at least as high as our ""longest running operation"".  It seems that a lot of suggestions on getting around this are to ""return immediately that the task has been started then get the result when it's finished"" but I'm not finding any samples on how to accomplish this at least from both a client and grain perspective.

Could some samples be provided on how to accomplish what I'm going after?  It seems that some sort of check that an invocation is complete would be needed but I'm not sure how to go about that.  Would this require my grains to become stateful rather than stateless? #4370 seems like it ***may*** be of use but I'm only seeing from the grain perspective not what it looks like from the client.  Ideally my fast and long running client/grains with have similar looking implementations but if I have to break out into separate methods for accommodating that's fine as well.

Hopefully this all makes sense!","Question/Sample Request: Long running function execution via Orleans I've seen in the documentation about how ""Orleans is not suited for long running work*"" (*Generally) - I may be paraphrasing. There are a few issues regarding that same topic #4531 #4370 #3071 and several others that I'm having trouble finding ATM.

The tldr of what I'm hoping to accomplish with Orleans is to take lots of calls from my app and dispatch them across a cluster of Orleans silos.  Many of these calls that occur are completed in a few milliseconds but many take several minutes to complete when running in our non-Orleans implementation.  

I understand there is a default timeout of 30 seconds for the client to receive a response from the grain and I would feel weird about increasing that to accommodate our ""longest running logic""  I feel like there has to be a better way of doing it that just increasing the timeout.

Currently my calls (either fast or slow) look similar to this and note this is all CPU bound work:

Client.cs
 in order to keep memory usage down; it seemed like I was getting into some situations where I'd have so many scheduled tasks that all memory would be utilized and nothing would complete.  

The above code does not work without setting the timeout to at least as high as our ""longest running operation"".  It seems that a lot of suggestions on getting around this are to ""return immediately that the task has been started then get the result when it's finished"" but I'm not finding any samples on how to accomplish this at least from both a client and grain perspective.

Could some samples be provided on how to accomplish what I'm going after?  It seems that some sort of check that an invocation is complete would be needed but I'm not sure how to go about that.  Would this require my grains to become stateful rather than stateless? #4370 seems like it ***may*** be of use but I'm only seeing from the grain perspective not what it looks like from the client.  Ideally my fast and long running client/grains with have similar looking implementations but if I have to break out into separate methods for accommodating that's fine as well.

Hopefully this all makes sense!",question,sergeybykov,,
4823,Error occurs in clusterbuilder.build  when  iis website restart,"Hi
  I have a websit using Orleans Client connect to the server.

  I have a static ClusterClient
    and when the website start the ClientBuilder.Build() is invoked and connect to the server.
    and when  the website shut down IClusterClient.Close() and Dispose() is invoked .

  it runs good but when the website restart it become unstable   and then if continue access the 
  website it will become ok because the IClusterClient is still null and  ClientBuilder.Build() is also 
   invoked for init. and then it will OK all the time.

  the env is:   windows 10  IIS 10  donet framework 4.7.2  asp.net mvc 5.2.4.0.

the debugger show that:
FatalExecutionEngineError  error address is 0x0df3063f，at thread 0xbf8 。error code is 0xc0000005。maybe it is a CLR  bug，or unsafe code bug。maybe with COM-interop or PInvoke .

please help.

![error](https://user-images.githubusercontent.com/17829409/43782305-a40558ce-9a91-11e8-9c2b-73e460f6af09.PNG)

![error2](https://user-images.githubusercontent.com/17829409/43782812-bf60bb58-9a92-11e8-8751-99d24f0fe083.PNG)
","Error occurs in clusterbuilder.build  when  iis website restart Hi
  I have a websit using Orleans Client connect to the server.

  I have a static ClusterClient
    and when the website start the ClientBuilder.Build() is invoked and connect to the server.
    and when  the website shut down IClusterClient.Close() and Dispose() is invoked .

  it runs good but when the website restart it become unstable   and then if continue access the 
  website it will become ok because the IClusterClient is still null and  ClientBuilder.Build() is also 
   invoked for init. and then it will OK all the time.

  the env is:   windows 10  IIS 10  donet framework 4.7.2  asp.net mvc 5.2.4.0.

the debugger show that:
FatalExecutionEngineError  error address is 0x0df3063f，at thread 0xbf8 。error code is 0xc0000005。maybe it is a CLR  bug，or unsafe code bug。maybe with COM-interop or PInvoke .

please help.

![error](https://user-images.githubusercontent.com/17829409/43782305-a40558ce-9a91-11e8-9c2b-73e460f6af09.PNG)

![error2](https://user-images.githubusercontent.com/17829409/43782812-bf60bb58-9a92-11e8-8751-99d24f0fe083.PNG)
",,ReubenBond,,
4822,Which code files are maintained for memberships tables and grain directory tables?,"  I'm studying the implementation of Orleans but I've found that I can't find the specific maintenance code for the memberships table and the grain directory table. Including the entry of members normal exit and abnormal exit Grain activation and deactivation and node failure when the table recovery operations.

  Could you tell me which files are the specific implementation codes of these operations?","Which code files are maintained for memberships tables and grain directory tables?   I'm studying the implementation of Orleans but I've found that I can't find the specific maintenance code for the memberships table and the grain directory table. Including the entry of members normal exit and abnormal exit Grain activation and deactivation and node failure when the table recovery operations.

  Could you tell me which files are the specific implementation codes of these operations?",question,sergeybykov,,
4821,GatewayClientReceiver.FillBuffer() being slow and looks like executing in critical section,"Hi Team

While troubleshooting slowness with our cloud service we noticed from the memory dump logs that the GatewayClientReceiver.FillBuffer() is taking time and might be executing in critical section which might also be blocking other threads. However when I look at the code it looks like only initialization logic for senders/receivers is getting executed in critical section. 
some of the stack trace from memory dump where we see that the thread have been stuck for a while:

As it is difficult to find the real cause here we need a confirmation from you that the processing of messages (queuing and fillbuffer) should be executing well within the expected time.
Also should we reduce or increase the sizes of send/receive buffers to fine tune the performance considering that our application works in high load and sends/receives a lot of messages within Orleans cluster.
We are using Orleans 2.0.0 on Azure Cloud Service.","GatewayClientReceiver.FillBuffer() being slow and looks like executing in critical section Hi Team

While troubleshooting slowness with our cloud service we noticed from the memory dump logs that the GatewayClientReceiver.FillBuffer() is taking time and might be executing in critical section which might also be blocking other threads. However when I look at the code it looks like only initialization logic for senders/receivers is getting executed in critical section. 
some of the stack trace from memory dump where we see that the thread have been stuck for a while:

As it is difficult to find the real cause here we need a confirmation from you that the processing of messages (queuing and fillbuffer) should be executing well within the expected time.
Also should we reduce or increase the sizes of send/receive buffers to fine tune the performance considering that our application works in high load and sends/receives a lot of messages within Orleans cluster.
We are using Orleans 2.0.0 on Azure Cloud Service.",,benjaminpetit,,
4820,Separation of Transaction Manager and Transactional Resource,"Separation of Transaction Manager and Transactional Resource
- Remove transaction participant
- Full separation of tm and resource grain extensions.
- Grain references are used everwhere and cast to extensions where needed.

Next step: Add TOC support
","Separation of Transaction Manager and Transactional Resource Separation of Transaction Manager and Transactional Resource
- Remove transaction participant
- Full separation of tm and resource grain extensions.
- Grain references are used everwhere and cast to extensions where needed.

Next step: Add TOC support
",,ReubenBond,,
4819,"Type string ""Orleans.Runtime.RequestInvocationHistory"" cannot be resolved.","When I do the following setting Client will throw an exception..
1.Apply(T action) in D:\Git\orleans\src\Orleans.Core\Threading\ActionFilter.cs:line 86","Type string ""Orleans.Runtime.RequestInvocationHistory"" cannot be resolved. When I do the following setting Client will throw an exception..
1.Apply(T action) in D:\Git\orleans\src\Orleans.Core\Threading\ActionFilter.cs:line 86",,jason-bragg,,
4818,Grain can't be collection normally,"I set up the following：

After the Grain is collection it can be seen through the Dashboardand has not been collection successfully.
I will not be able to activate these Grain again.
But if update SqlEventStorage.cs line 136 use Task.Run will not the problem.
This problem is very easy to happen if you introduce a third party library.

Example:
Startup need the postgresql and rabbitmq.
[Ray.git.zip](https://github.com/dotnet/orleans/files/2260031/Ray.git.zip)
","Grain can't be collection normally I set up the following：

After the Grain is collection it can be seen through the Dashboardand has not been collection successfully.
I will not be able to activate these Grain again.
But if update SqlEventStorage.cs line 136 use Task.Run will not the problem.
This problem is very easy to happen if you introduce a third party library.

Example:
Startup need the postgresql and rabbitmq.
[Ray.git.zip](https://github.com/dotnet/orleans/files/2260031/Ray.git.zip)
",,benjaminpetit,,
4816,[WIP] Add memory threshold,A naive implementation that allows for configurable suppression of grain collection based on memory pressure.,[WIP] Add memory threshold A naive implementation that allows for configurable suppression of grain collection based on memory pressure.,,benjaminpetit,,
4813,Bump code generation version to 2.0.4,,Bump code generation version to 2.0.4 ,,benjaminpetit,,
4812,Build time codegen quite unstable on Orleans 2.x,"Hello folks 

I saw some issues pointing out multiple issues with build time codegen after Orleans 2.x was released.

In fact I've suffering since 2.0 release with multiple different issues with it. Some PR were made attempting to fix but which just failed.

I'm opening this issue in an attempt to bring team's attention to this matter as it is turning build time codegen practically unusable the way it is now.

As discussed with @ReubenBond it looks like the new codegen he is working is going to fix if not all the majority of those current issues but the work is on hold due to other team's priorities. 

It is a major block on multiple projects I'm working with so I would appreciate if Reuben have a bit more of time to dedicate to it. 

Thank you all!","Build time codegen quite unstable on Orleans 2.x Hello folks 

I saw some issues pointing out multiple issues with build time codegen after Orleans 2.x was released.

In fact I've suffering since 2.0 release with multiple different issues with it. Some PR were made attempting to fix but which just failed.

I'm opening this issue in an attempt to bring team's attention to this matter as it is turning build time codegen practically unusable the way it is now.

As discussed with @ReubenBond it looks like the new codegen he is working is going to fix if not all the majority of those current issues but the work is on hold due to other team's priorities. 

It is a major block on multiple projects I'm working with so I would appreciate if Reuben have a bit more of time to dedicate to it. 

Thank you all!",,ReubenBond,,
4811,Errors from SiloHost,"Hello

I have a Silohost & client running on local machine and connects through consul membership. Everything works fine but I was able to find below exceptions. What are these excepions? Do I need to fix something before these code move to higher environments?

{""Timestamp"":""2018-08-01T17:00:58.0013497-05:00""""Level"":""Error""""MessageTemplate"":""Worker pool thread Runtime.Scheduler.WorkerPoolThread/3 (ManagedThreadId=40) has been busy for long time:
 Executing Task Id=97879 Status=Running for 00:00:59.7464953 on WorkItem=WorkItemGroup:Name=[Activation: S10.XXX.XX.XXX:XX:270856538*grn/9B57CB77/00000000+XXXXZ505@01be8caf
 #GrainType=XXXXX.XXXXX.Grains.CommandBus Placement=ActivationCountBasedPlacement]WorkGroupStatus=Running Executing for 00:00:59.7555196. WorkItemGroup Details: 
 WorkItemGroup:Name=[Activation: S10.XX.XX.XX:XX:270856538*grn/9B57CB77/00000000+17543CZ505@01be8caf #GrainType=XXXX.XXXXX.Grains.CommandBus Placement=ActivationCountBasedPlacement]
 WorkGroupStatus=Running. Currently QueuedWorkItems=0; Total EnQueued=2; Total processed=1; Quantum expirations=0; TaskRunner=ActivationTaskScheduler-14:Queued=0; Detailed 
 SchedulingContext=<[Activation: S10.XXX.XX.XXX:XXX:270856538*grn/9B57CB77/0000000000000000000000000000000006ffffff9b57cb77+17543CZ505-0x1E0EA515@01be8caf #GrainType=XXXX.XXXXX.Grains.CommandBus 
 Placement=ActivationCountBasedPlacement State=Valid NonReentrancyQueueSize=0 EnqueuedOnDispatcher=0 InFlightCount=1 NumRunning=1 IdlenessTimeSpan=736906.22:00:58.0003454 
 CollectionAgeLimit=02:00:00 CurrentlyExecuting=NewPlacement Request XXX.XXX.XX.XX:XXX:270856538*cli/a64bf6b3@bf402085->S10.XXX.XX.XXX:XX:270856538*grn/9B57CB77/00000000+17543CZ505@01be8caf 
 #5: ]>.""""Properties"":{""EventId"":{""Id"":101212}""SourceContext"":""Runtime.Scheduler.WorkerPoolThread/3""""Orleans"":""XXXXXX""""EnvironmentUserName"":""XXXXX\\XXXXXX""""MachineName"":""XXXXXXX""
 ""ProcessId"":15836""ProcessName"":""XXXX.XXXXX.Host""""ThreadId"":40}}
 
{""Timestamp"":""2018-08-01T17:00:59.7092269-05:00""""Level"":""Error""""MessageTemplate"":""Watchdog Freeze Alert: Orleans.Runtime.asynTask.SafeTimerBase.Membership.ProbeTimer did not fire on time. 
Last fired at 2018-08-01 22:00:42.396 GMT 00:00:17.3124134 since previous fire should have fired after 00:00:10.""""Properties"":{""EventId"":{""Id"":101412}""SourceContext"":
""Orleans.Runtime.GrainTimer""""Orleans"":""SiloHostBuilder""""EnvironmentUserName"":""XXXX\\XXXXX""""MachineName"":""XXXXXX-XXX""""ProcessId"":15836""ProcessName"":""XXXXX.XXXX.Host""""ThreadId"":40}}


{""Timestamp"":""2018-08-01T17:01:03.2601117-05:00""""Level"":""Error""""MessageTemplate"":""Watchdog Freeze Alert: Orleans.Runtime.asynTask.SafeTimerBase.Membership.IAmAliveTimer did not fire on time. 
Last fired at 2018-08-01 21:55:44.998 GMT 00:05:18.2619388 since previous fire should have fired after 00:05:00.""""Properties"":{""EventId"":{""Id"":101412}
""SourceContext"":""Orleans.Runtime.GrainTimer""""Orleans"":""SiloHostBuilder""""EnvironmentUserName"":""XXXX\\XXXXXX""""MachineName"":""XXXXXX-XXX""""ProcessId"":15836""
ProcessName"":""XXXXX.XXXXX.Host""""ThreadId"":40}}
","Errors from SiloHost Hello

I have a Silohost & client running on local machine and connects through consul membership. Everything works fine but I was able to find below exceptions. What are these excepions? Do I need to fix something before these code move to higher environments?

{""Timestamp"":""2018-08-01T17:00:58.0013497-05:00""""Level"":""Error""""MessageTemplate"":""Worker pool thread Runtime.Scheduler.WorkerPoolThread/3 (ManagedThreadId=40) has been busy for long time:
 Executing Task Id=97879 Status=Running for 00:00:59.7464953 on WorkItem=WorkItemGroup:Name=[Activation: S10.XXX.XX.XXX:XX:270856538*grn/9B57CB77/00000000+XXXXZ505@01be8caf
 #GrainType=XXXXX.XXXXX.Grains.CommandBus Placement=ActivationCountBasedPlacement]WorkGroupStatus=Running Executing for 00:00:59.7555196. WorkItemGroup Details: 
 WorkItemGroup:Name=[Activation: S10.XX.XX.XX:XX:270856538*grn/9B57CB77/00000000+17543CZ505@01be8caf #GrainType=XXXX.XXXXX.Grains.CommandBus Placement=ActivationCountBasedPlacement]
 WorkGroupStatus=Running. Currently QueuedWorkItems=0; Total EnQueued=2; Total processed=1; Quantum expirations=0; TaskRunner=ActivationTaskScheduler-14:Queued=0; Detailed 
 SchedulingContext=<[Activation: S10.XXX.XX.XXX:XXX:270856538*grn/9B57CB77/0000000000000000000000000000000006ffffff9b57cb77+17543CZ505-0x1E0EA515@01be8caf #GrainType=XXXX.XXXXX.Grains.CommandBus 
 Placement=ActivationCountBasedPlacement State=Valid NonReentrancyQueueSize=0 EnqueuedOnDispatcher=0 InFlightCount=1 NumRunning=1 IdlenessTimeSpan=736906.22:00:58.0003454 
 CollectionAgeLimit=02:00:00 CurrentlyExecuting=NewPlacement Request XXX.XXX.XX.XX:XXX:270856538*cli/a64bf6b3@bf402085->S10.XXX.XX.XXX:XX:270856538*grn/9B57CB77/00000000+17543CZ505@01be8caf 
 #5: ]>.""""Properties"":{""EventId"":{""Id"":101212}""SourceContext"":""Runtime.Scheduler.WorkerPoolThread/3""""Orleans"":""XXXXXX""""EnvironmentUserName"":""XXXXX\\XXXXXX""""MachineName"":""XXXXXXX""
 ""ProcessId"":15836""ProcessName"":""XXXX.XXXXX.Host""""ThreadId"":40}}
 
{""Timestamp"":""2018-08-01T17:00:59.7092269-05:00""""Level"":""Error""""MessageTemplate"":""Watchdog Freeze Alert: Orleans.Runtime.asynTask.SafeTimerBase.Membership.ProbeTimer did not fire on time. 
Last fired at 2018-08-01 22:00:42.396 GMT 00:00:17.3124134 since previous fire should have fired after 00:00:10.""""Properties"":{""EventId"":{""Id"":101412}""SourceContext"":
""Orleans.Runtime.GrainTimer""""Orleans"":""SiloHostBuilder""""EnvironmentUserName"":""XXXX\\XXXXX""""MachineName"":""XXXXXX-XXX""""ProcessId"":15836""ProcessName"":""XXXXX.XXXX.Host""""ThreadId"":40}}


{""Timestamp"":""2018-08-01T17:01:03.2601117-05:00""""Level"":""Error""""MessageTemplate"":""Watchdog Freeze Alert: Orleans.Runtime.asynTask.SafeTimerBase.Membership.IAmAliveTimer did not fire on time. 
Last fired at 2018-08-01 21:55:44.998 GMT 00:05:18.2619388 since previous fire should have fired after 00:05:00.""""Properties"":{""EventId"":{""Id"":101412}
""SourceContext"":""Orleans.Runtime.GrainTimer""""Orleans"":""SiloHostBuilder""""EnvironmentUserName"":""XXXX\\XXXXXX""""MachineName"":""XXXXXX-XXX""""ProcessId"":15836""
ProcessName"":""XXXXX.XXXXX.Host""""ThreadId"":40}}
",,jason-bragg,,
4810,Limited separation of transaction orchestration and participation.,"First pass at separating transaction orchestration (transaction manager) from participation (transactional resource).

Goal is to eventually be able to support a variety of transactional resources (state queues event sourcing ...) as well as advanced transactional patterns like Transfer of Commit (TOC).

This PR should have no behavioral changes only code reorganization.
- Added transaction manager and transactional resource interfaces
- Removed partial classes separating logic into a read/write lock and transaction queue transaction manager and transactional resource.

More work needs be done this is just a first pass.","Limited separation of transaction orchestration and participation. First pass at separating transaction orchestration (transaction manager) from participation (transactional resource).

Goal is to eventually be able to support a variety of transactional resources (state queues event sourcing ...) as well as advanced transactional patterns like Transfer of Commit (TOC).

This PR should have no behavioral changes only code reorganization.
- Added transaction manager and transactional resource interfaces
- Removed partial classes separating logic into a read/write lock and transaction queue transaction manager and transactional resource.

More work needs be done this is just a first pass.",,xiazen,,
4809,LightInject integration issue,"I am trying to use [LightInject ](https://github.com/seesharper/LightInject) as IoC container in Orleans Silo and on startup it throws an error 
Full solution that can reproduce the issue can be found here:
https://github.com/n-sidorov/OreansLightInjectIssueRepro","LightInject integration issue I am trying to use [LightInject ](https://github.com/seesharper/LightInject) as IoC container in Orleans Silo and on startup it throws an error 
Full solution that can reproduce the issue can be found here:
https://github.com/n-sidorov/OreansLightInjectIssueRepro",,xiazen,,
