IssueLabelID,Title,Description,Label,CreatedAt,ClosedAt,Assignee
39284,Merge master to features/static-lambdas,"
This is an automatically generated pull request from master into features/static-lambdas.

``` bash
git fetch --all
git checkout merges/master-to-features/static-lambdas
git reset --hard upstream/features/static-lambdas
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-features/static-lambdas --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,15/10/2019 1:25:04 AM +00:00,15/10/2019 11:32:54 PM +00:00,
39283,Merge master to features/local-function-attributes,"
This is an automatically generated pull request from master into features/local-function-attributes.

``` bash
git fetch --all
git checkout merges/master-to-features/local-function-attributes
git reset --hard upstream/features/local-function-attributes
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-features/local-function-attributes --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,15/10/2019 1:24:56 AM +00:00,15/10/2019 11:33:18 PM +00:00,
39282,Merge master to master-vs-deps,"
This is an automatically generated pull request from master into master-vs-deps.

``` bash
git fetch --all
git checkout merges/master-to-master-vs-deps
git reset --hard upstream/master-vs-deps
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-master-vs-deps --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,15/10/2019 1:24:47 AM +00:00,15/10/2019 8:12:13 AM +00:00,
39281,Switch source writer entirely over to using interpolations.,"",Area-Compilers|Community,15/10/2019 1:19:35 AM +00:00,15/10/2019 7:21:12 PM +00:00,jcouv
39280,Roslyn C#/VB language server fails to start,"**Version Used**: 
Visual Studio 2019 16.3 and later

**Steps to Reproduce**:

This is an intermittent repro that appears to be the result of the Roslyn language server returning a null connection when its ILanguageClient is called.

1. Open a C# or VB solution
2. Attempt to search for code in Ctrl+Q search box

**Expected Behavior**:
Symbols appear in the box.

**Actual Behavior**:
Occasionally the language client fails to start due to a null connection being returned by Roslyn's language client.",Area-IDE|Bug|Investigation Required,15/10/2019 12:45:35 AM +00:00,,dibarbet
39279,Publish packages to Azure DevOps public feeds instead of MyGet,"**[dotnet5](https://dev.azure.com/dnceng/public/_packaging?_a=feed&feed=dotnet5)** feed

- Microsoft.CodeAnalysis.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Common.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Compilers.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Scripting.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Scripting.Common.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Workspaces.Common.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Workspaces.MSBuild.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.CSharp.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.CSharp.CodeStyle.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.CSharp.Features.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.CSharp.Scripting.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.CSharp.Workspaces.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.VisualBasic.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.VisualBasic.CodeStyle.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.VisualBasic.Features.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.VisualBasic.Workspaces.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Build.Tasks.3.4.0-beta3-final.nupkg
- Microsoft.Net.Compilers.3.4.0-beta3-final.nupkg
- Microsoft.Net.Compilers.Toolset.3.4.0-beta3-final.nupkg
- Microsoft.NETCore.Compilers.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Debugging.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.PooledObjects.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Features.3.4.0-beta3-final.nupkg

[**vssdk**](https://dev.azure.com/azure-public/vside/_packaging?_a=feed&feed=vssdk) feed

- Microsoft.CodeAnalysis.EditorFeatures.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.EditorFeatures.Common.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.EditorFeatures.Text.3.4.0-beta3-final.nupkg
- Microsoft.VisualStudio.LanguageServices.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.CSharp.EditorFeatures.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.InteractiveHost.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.VisualBasic.EditorFeatures.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.EditorFeatures.Wpf.3.4.0-beta3-final.nupkg

[**vs-impl**](https://dev.azure.com/azure-public/vside/_packaging?_a=feed&feed=vs-impl) feed

- Microsoft.VisualStudio.IntegrationTest.Utilities.3.4.0-beta3-19514-03.nupkg
- Microsoft.CodeAnalysis.LanguageServer.Protocol.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.Apex.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.CodeLens.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.Debugger.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.FSharp.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.IntelliTrace.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.ProjectSystem.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.Razor.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.TypeScript.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.UnitTesting.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.ExternalAccess.Xamarin.Remote.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Remote.Razor.ServiceHub.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Remote.ServiceHub.3.4.0-beta3-final.nupkg
- Microsoft.CodeAnalysis.Remote.Workspaces.3.4.0-beta3-final.nupkg
- Microsoft.VisualStudio.LanguageServices.LiveShare.3.4.0-beta3-final.nupkg
- Microsoft.VisualStudio.LanguageServices.Razor.RemoteClient.3.4.0-beta3-final.nupkg

TODO:
- Should Feetures/EditorFeatures be published to `dotnet-core` or `vssdk` feed?",Area-Infrastructure,15/10/2019 12:02:11 AM +00:00,,
39278,Disable /warnAsError in non-Correctness runs,"I have had a few instances lately where my build is fine locally but I get warnings in CI due to nullability changes in the base branch. This means I have to merge the base branch in fix it locally and push back up before getting any test results.

It feels like we might as well put warnAsError in the Correctness build *only* so this kind of thing does not prevent developers from getting test results.

/cc @jaredpar @JoeRobich @dotnet/roslyn-infrastructure",Area-Infrastructure,14/10/2019 11:38:15 PM +00:00,,
39277,Test CI error messages,"",PR For Personal Review Only,14/10/2019 11:36:24 PM +00:00,,
39276,"error MSB6006: ""csc.dll"" exited with code 137","@khteh commented on [Thu Oct 10 2019](https://github.com/dotnet/cli/issues/12870)

## Steps to reproduce

![Screenshot from 2019-10-11 10-54-24](https://user-images.githubusercontent.com/3871483/66621543-3e970b80-ec17-11e9-925d-7a2ac8db224f.png)

## Expected  behavior


## Actual behavior


## Environment data
`dotnet --info` output:
```
$ dn --info
.NET Core SDK (reflecting any global.json):
 Version:   3.0.100
 Commit:    04339c3a26

Runtime Environment:
 OS Name:     ubuntu
 OS Version:  19.04
 OS Platform: Linux
 RID:         ubuntu.19.04-x64
 Base Path:   /usr/share/dotnet-3.0.100/sdk/3.0.100/

Host (useful for support):
  Version: 3.0.0
  Commit:  7d57652f33

.NET Core SDKs installed:
  3.0.100 [/usr/share/dotnet-3.0.100/sdk]

.NET Core runtimes installed:
  Microsoft.AspNetCore.App 3.0.0 [/usr/share/dotnet-3.0.100/shared/Microsoft.AspNetCore.App]
  Microsoft.NETCore.App 3.0.0 [/usr/share/dotnet-3.0.100/shared/Microsoft.NETCore.App]

To install additional .NET Core runtimes or SDKs:
  https://aka.ms/dotnet-download
```





",Area-Compilers|Need More Info,14/10/2019 10:04:31 PM +00:00,,
39275,Fix multi-line error messages in Azure DevOps runs,"Example test failure message: https://dev.azure.com/dnceng/public/_build/results?buildId=381807&view=ms.vss-test-web.build-test-results-tab&runId=11806886&paneView=debug&resultId=122183

It appears as:
`\r\nExpected:\r\n                Diagnostic(ErrorCode.ERR_AttributesInLocalFuncDecl \""[EnumeratorCancellation]\"").WithLocation(13 70)\r\nActual:\r\n                // (1370): error CS8652: The feature 'local function attributes' is currently in Preview and *unsupported*. To use Preview features use the 'preview' language version.\r\n                //         async System.Collections.Generic.IAsyncEnumerable<int> local([EnumeratorCancellation] CancellationToken token)\r\n                Diagnostic(ErrorCode.ERR_FeatureInPreview \""[EnumeratorCancellation]\"").WithArguments(\""local function attributes\"").WithLocation(13 70)\r\nDiff:\r\n++>                 Diagnostic(ErrorCode.ERR_FeatureInPreview \""[EnumeratorCancellation]\"").WithArguments(\""local function attributes\"").WithLocation(13 70)\r\n-->                 Diagnostic(ErrorCode.ERR_AttributesInLocalFuncDecl \""[EnumeratorCancellation]\"").WithLocation(13 70)\r\nExpected: True\r\nActual:   False
`

But it's expected to render the line breaks like so:

```
Expected:
                Diagnostic(ErrorCode.ERR_AttributesInLocalFuncDecl ""[EnumeratorCancellation]"").WithLocation(13 70)
Actual:
                // (1370): error CS8652: The feature 'local function attributes' is currently in Preview and *unsupported*. To use Preview features use the 'preview' language version.
                //         async System.Collections.Generic.IAsyncEnumerable<int> local([EnumeratorCancellation] CancellationToken token)
                Diagnostic(ErrorCode.ERR_FeatureInPreview ""[EnumeratorCancellation]"").WithArguments(""local function attributes"").WithLocation(13 70)
Diff:
++>                 Diagnostic(ErrorCode.ERR_FeatureInPreview ""[EnumeratorCancellation]"").WithArguments(""local function attributes"").WithLocation(13 70)
-->                 Diagnostic(ErrorCode.ERR_AttributesInLocalFuncDecl ""[EnumeratorCancellation]"").WithLocation(13 70)
Expected: True
Actual:   False debugger eval code:1:9
```

Let's play with emitting some multiline error messages manually try different line endings maybe check that nothing is interfering/rewriting the error message such as a trace listener.",Area-Infrastructure,14/10/2019 10:03:54 PM +00:00,,RikkiGibson
39274,Attempt to normalize Location paths before creating URIs,"The URI path parsing is not the same as Windows path parsing and
sometimes produces incorrect results. However a canonical Windows
path should produce an equivalent URI. This change uses GetFullPath
for absolute paths passed to the ErrorLogger to normalize the path
before passing it to URIs. For relative paths we try to normalize
the directory separators but there's no equivalent transformation
that guarantees correctness.

Fixes #37737",Area-Compilers,14/10/2019 7:33:53 PM +00:00,,
39273,Disable optprof check for flow analysis assembly,"",Area-Infrastructure,14/10/2019 7:08:17 PM +00:00,14/10/2019 8:52:48 PM +00:00,
39272,Document compiler package usage,"Cleaning up the documentation on our compiler toolset packages to make
the supported use cases explicitly clear. Previously this information
was only avaliable in scattered issues throughout the repsitory
([example](https://github.com/dotnet/roslyn/issues/38312)).

The package description is likely the best place for this information.",Area-Compilers|Auto-Merge If Tests Pass,14/10/2019 6:57:58 PM +00:00,,agocke
39271,EnC does not show diagnostic when editing files without method bodies,"After adding files without method bodies to PDBs (https://github.com/dotnet/roslyn/pull/39136) 
`BreakMode_RudeEdits_DocumentWithoutSequencePoints` fails with no diagnostics (rude edits) on editing a file without method bodies. It seems more work to be done with `CommitedSolution.cs`",Area-Interactive|Disabled Test|Interactive-EnC,14/10/2019 6:43:24 PM +00:00,15/10/2019 7:52:39 PM +00:00,
39270,'Add parameter to method' Quick Action can add wrong parameter,"_This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/content/problem/772301/add-parameter-to-method-quick-action-can-add-wrong.html)._

---
The 'Add parameter' Quick Action can add the wrong parameter in specific situations.
For instance this will happen when an existing parameter accepts a base class of the passed argument type. 
Is this behaviour by design or can this be fixed/improved?

Here is some code sample to reproduce the problem:
```
class BaseClass { }

class MyClass : BaseClass
{
    void TestFunc()
    {
        MyClass param1 = new MyClass();
        int newparam = 1;

// The 'Add parameter' Quick Action on the following method call adds the wrong parameter.
        // It should add an 'int newparam' parameter.
        // But instead it adds a 'MyClass param11' parameter.
        MyFunc(param1 newparam);
    }

void MyFunc(BaseClass param1) { }
}

```

---
### Original Comments

#### Visual Studio Feedback System on 10/10/2019 08:06 PM: 

<p>We have directed your feedback to the appropriate engineering team for further evaluation. The team will review the feedback and notify you about the next steps.</p>


---
### Original Solutions
(no solutions)",Area-IDE|Bug,14/10/2019 6:28:11 PM +00:00,,ivanbasov
39269,Merge master to features/static-lambdas,"
This is an automatically generated pull request from master into features/static-lambdas.

``` bash
git fetch --all
git checkout merges/master-to-features/static-lambdas
git reset --hard upstream/features/static-lambdas
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-features/static-lambdas --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,14/10/2019 12:02:50 PM +00:00,15/10/2019 12:34:46 AM +00:00,
39268,Merge master to features/local-function-attributes,"
This is an automatically generated pull request from master into features/local-function-attributes.

``` bash
git fetch --all
git checkout merges/master-to-features/local-function-attributes
git reset --hard upstream/features/local-function-attributes
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-features/local-function-attributes --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,14/10/2019 12:02:42 PM +00:00,15/10/2019 12:34:54 AM +00:00,
39267,Merge master to master-vs-deps,"
This is an automatically generated pull request from master into master-vs-deps.

``` bash
git fetch --all
git checkout merges/master-to-master-vs-deps
git reset --hard upstream/master-vs-deps
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-master-vs-deps --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,14/10/2019 12:02:34 PM +00:00,15/10/2019 12:35:00 AM +00:00,
39266,Merge master to release/dev16.5-preview1,"
This is an automatically generated pull request from master into release/dev16.5-preview1.

``` bash
git fetch --all
git checkout merges/master-to-release/dev16.5-preview1
git reset --hard upstream/release/dev16.5-preview1
git merge upstream/master
# Fix merge conflicts
git commit
git push upstream merges/master-to-release/dev16.5-preview1 --force
```

Once all conflicts are resolved and all the tests pass you are free to merge the pull request.",Area-Infrastructure|auto-merge,14/10/2019 12:00:54 PM +00:00,15/10/2019 12:35:07 AM +00:00,
39265,Keyword recommender doesn't know about struct's readonly members,"**Version Used**: 
VS 16.3.4

```csharp
struct S
{
    readonly $$
}
```
No `void` keyword here. A `readonly void` method could still modify global state using the value of instance state so still meaningful.

---

```csharp
struct S
{
    public $$ int X() => 1;
}
```
`readonly` presents here.

---

```csharp
struct S
{
    public int X
    {
        $$ get => 1;
    }
}
```
No `readonly` here.

---

```csharp
struct S
{
    public int X
    {
        $$
    }
}
```
No `readonly` here.

---

```csharp
struct S
{
    public int X
    {
        readonly $$
    }
}
```
Recommending types instead of accessor keywords.",Area-IDE|Bug|IDE-IntelliSense|help wanted,14/10/2019 11:44:48 AM +00:00,,
39264,Roslyn doesn't understand pattern-matching null check for properties,"**Version Used**: 

```
Branch master (23 Sep 2019)
Latest commit 89b4f60 by Charles Stoner:
Allow conversion of collection initializer Add extension method this arg (#38732)
```

**Steps to Reproduce**:

Compile the following code:
```cs
#nullable enable
class C
{
    string? field;

    void M1(C c)
    {
        if (c.field == null) return;
        
        c.field.ToString();
    }
    
    void M2(C c)
    {
        if (c is { field: null }) return;
        
        c.field.ToString(); // incorrect CS8602
    }
}
```

**Expected Behavior**:
Both methods report no warnings; If `c.field` is null method returns in both cases before using it.

**Actual Behavior**:
`M2` has an incorrect warning `CS8602: Dereference of a possibly null reference` reported for `c.field.ToString()`

**Notes**
It's actually even worse since such null checks makes Roslyn think that `field` is checked for null but does not update it to non-null on the false branch. Consequently Roslyn reports the warning even if `field` is declared as **non-nullable** `string`
i.e.
```
#nullable enable
class C
{
    string field;
    
    void M2(C c)
    {
        if (c is { field: null }) return;
        
        c.field.ToString(); // incorrect CS8602
    }
}
```

Note that current behavior is quite annoyting since it does not allow me to hande nulls hvia separate patterns in switches e.g.:
```cs
#nullable enable
class C
{
    string? field;
    
    void M2(C c)
    {
        switch (c)
        {
            case { field: null }: break;
            case var copy:
            {
              copy.field.ToString(); // CS8602
              c.field.ToString(); // CS8602
              break;
            }
        }
    }
}
```",Area-Compilers|Bug|New Language Feature - Nullable Reference Types|New Language Feature - Pattern Matching,14/10/2019 10:13:41 AM +00:00,,gafter
39263,C# virtual keyword recommender does not support private protected members,"**Version Used**: Visual Studio 2019 Version 16.4

https://github.com/dotnet/roslyn/blob/7bc44488c661fd6bbb6c53f39512a6fe0cc5ef84/src/Features/CSharp/Portable/Completion/KeywordRecommenders/VirtualKeywordRecommender.cs#L12-L20",Area-IDE|Bug|IDE-IntelliSense|help wanted,14/10/2019 7:20:22 AM +00:00,16/10/2019 7:21:10 PM +00:00,
39262,VB.NET code window doesn't scroll to the handler when selecting a control from the drop-down,"_This issue has been moved from [a ticket on Developer Community](https://developercommunity.visualstudio.com/content/problem/21762/vbnet-code-window-doesnt-scroll-to-the-handler-whe.html)._

---
In VS2013 in the VB.NET code window selecting a control from the controls list drop-down would cause the code window to auto-scroll to the handler for that control if that control only had one handler.

This behaviour is no longer present in VS2017 RC - you have to select the event from the events drop-down to make the code window scroll.

I've illustrated the problem in the following video:

https://youtu.be/PhGAI_jw9PY

I've also attached a test case.

As I explain in the video when a control has multiple handlers fair enough - it wouldn't know which section of the code to jump to.  But for buttons there's usually only one and for other controls too - combo boxes for instance often only have a SelectedIndexChanged event.

It would be great to put the auto-scroll behaviour from VS2013 back in - it's a small thing but makes a significant difference over time.

---
### Original Comments

#### Jane Wu [MSFT] on 8/9/2019 03:17 AM: 

After 90 days of no priority changing activity we’ve closed this report. We prioritize based on severity similar reports and the overall impact on users and scenarios. We've also learned that reports without fresh activity could indicate that the problem isn't a problem anymore. One of our goals is to give you more transparency around these decisions as resolving every problem that gets reported isn't always possible. Closing low priority tickets helps us manage our workload and focus on problems that impact most users. If you still face this issue in our latest version please report it as a new problem.

#### Paul Haffner on 10/9/2019 03:44 PM: 

<p>How are we meant to vote on this issue if it has been closed? This is a serious question because the issue I raised which is admittedly a duplicate of this one has just been answered with the seemingly ridiculous request that I could come to this issue and vote for it.</p>


---
### Original Solutions
(no solutions)",Area-IDE|Developer Community,14/10/2019 5:44:05 AM +00:00,,
39261,Fix dead class diagram,"Is there anyone actually mentioning it? It hasn't changed for 4 years.
Visual editor in IDE always picks alphabetically first file for the partial classes.
Or we should get the outdated diagram removed instead?",Area-Compilers|Community,13/10/2019 11:34:03 AM +00:00,,
39260,"The ""Convert to conditional expression"" refactoring is sometimes mislabeled","**Version Used**: VS 16.4.0 Preview 1.0

**Steps to Reproduce**:

Have code like the following:

```c#
if (AreSimilarCore(node1 node2))
{
    return true;
}

return false;
```

Invoke refactoring on the `if`.

**Actual Behavior**:

VS offers to simplify the code with the suggestion being labeled as ""Convert to conditional expression"" even though the refactored code does not contain the conditional expression:

![](https://user-images.githubusercontent.com/287848/66714599-bbadb680-edb8-11e9-80e5-3bec4d6d4164.png)

**Expected Behavior**:

The refactoring is labeled accurately e.g. with ""Simplify if statement"".",Area-IDE|Concept-Continuous Improvement|Need Design Review,13/10/2019 10:57:35 AM +00:00,,
39258,Fix SourceText.GetChanges exception on merging certain changes,"Closes #22289
Closes #26305

See #22289 for full details on the bug.

#### Summary
After certain `WithChanges` calls `SourceText.GetChanges` is no longer able to handle the `SourceText` state and throws `ArgumentOutOfRangeException` when called.

#### Notes
- Three of the new tests are failing without my change other tests added just in case.
- I didn't follow ""Hello World"" pattern in tests sorry. I found it a bit hard to remember the offsets when using actual words.
- Not fully confident in the change even though the tests pass. The flow is quite complicated and I feel the current coverage might be insufficient.",Area-Compilers|Community,13/10/2019 12:22:34 AM +00:00,,RikkiGibson
39257,Include severity values when generating preferred modifier order EditorConfig options,"Currently severity values for `*_preferred_modifier_order` options are not written when generating EditorConfig files. This PR fixes that.

I also updated the `CodeStyleOption.NotificationOption` property to throw when it is assigned to null (it can't be made read-only since the setter is part of the shipped API). I'm not sure how much of a breaking change this is so please let me know if you want me to revert these changes.",Area-IDE|Community,12/10/2019 11:38:59 PM +00:00,,mavasani
39256,'Implement interface' doesn't handle NRT annotations when constructing a generic interface,"**Version Used**: VS 16.3.4

Using 'Implement interface` on classes A B C and D adds incorrect or redundant annotations:

```cs
interface IFoo<T>
{
    [return: NotNull]
    T Bar([DisallowNull] T bar);

    [return: MaybeNull]
    T Baz([AllowNull] T bar);
}

class A : IFoo<int>
{
    [return: NotNull]
    public int Bar([DisallowNull] int bar)
    {
        throw new NotImplementedException();
    }

    [return: MaybeNull]
    public int Baz([AllowNull] int bar)
    {
        throw new NotImplementedException();
    }
}

class B : IFoo<int?>
{
    [return: NotNull]
    public int? Bar([DisallowNull] int? bar)
    {
        throw new NotImplementedException();
    }

    [return: MaybeNull]
    public int? Baz([AllowNull] int? bar)
    {
        throw new NotImplementedException();
    }
}

class C : IFoo<string>
{
    [return: NotNull]
    public string Bar([DisallowNull] string bar)
    {
        throw new NotImplementedException();
    }

    [return: MaybeNull]
    public string Baz([AllowNull] string bar)
    {
        throw new NotImplementedException();
    }
}

class D : IFoo<string?>
{
    [return: NotNull]
    public string? Bar([DisallowNull] string? bar)
    {
        throw new NotImplementedException();
    }

    [return: MaybeNull]
    public string? Baz([AllowNull] string? bar)
    {
        throw new NotImplementedException();
    }
}
```

Expected:

```cs
class A : IFoo<int>
{
    public int Bar(int bar)
    {
        throw new NotImplementedException();
    }

    public int Baz(int bar)
    {
        throw new NotImplementedException();
    }
}

class B : IFoo<int?>
{
    [return: NotNull]
    public int? Bar([DisallowNull] int? bar)
    {
        throw new NotImplementedException();
    }

    public int? Baz(int? bar)
    {
        throw new NotImplementedException();
    }
}

class C : IFoo<string>
{
    public string Bar(string bar)
    {
        throw new NotImplementedException();
    }

    // Would be nice to replace attributes with `string?` but this causes ""CS8613 Nullability
    // of reference types in return type doesn't match implicitly implemented member.""
    // Point-in-time issue maybe?
    [return: MaybeNull]
    public string Baz([AllowNull] string bar)
    {
        throw new NotImplementedException();
    }
}

class D : IFoo<string?>
{
    // Would be nice to replace attributes with `string` but this causes ""CS8613 Nullability
    // of reference types in return type doesn't match implicitly implemented member.""
    // Point-in-time issue maybe?
    [return: NotNull]
    public string? Bar([DisallowNull] string? bar)
    {
        throw new NotImplementedException();
    }

    public string? Baz(string? bar)
    {
        throw new NotImplementedException();
    }
}
```",Area-IDE|Bug,12/10/2019 8:41:25 PM +00:00,,ryzngard
39255,Signature help sometimes fails to wrap preventing the current parameter from being seen,"**Version Used**: VS 16.3.4

Repro:

```cs
public static class C
{
    public static void M()
    {
        var longVariableNameForSpacing = Method([||]
    }

    public static object Method(
        System.Collections.Generic.Dictionary<string string> a
        System.Collections.Generic.Dictionary<string string> b
        System.Collections.Generic.Dictionary<string string> c
        System.Collections.Generic.Dictionary<string string> d
        System.Collections.Generic.Dictionary<string string> e)
    {
        return null;
    }
}
```

![image](https://user-images.githubusercontent.com/8040367/66706586-8c3c7280-ed02-11e9-9962-00880c4d2de7.png)

Pixel density is at 125% for these monitors resolution 2560x1440.",Area-External,12/10/2019 6:51:28 PM +00:00,15/10/2019 12:49:19 AM +00:00,
39254,Parse test analyzer data using InvariantCulture,"Fixes #39248.

I quickly went over all other references to `EnsureEnglishUICulture.PreferredOrNull` and to my knowledge this is the only place where it is used to parse numeric data so I don't believe its behavior needs to be changed.",Area-Infrastructure|Community,12/10/2019 6:45:47 PM +00:00,14/10/2019 5:46:08 AM +00:00,
39253,'Generate Equals' should use `is object` rather than `!= null`,"Mentioned by @sharwell at https://github.com/dotnet/roslyn/pull/39242#discussion_r334215178.  

My own awareness of `is object` began at https://twitter.com/jaredpar/status/1115019017297596416:

> Think developers should embrace `is object` as the canonical non-null test in C#. It works in every version won't compile when the expression type is a struct logical opposite of `is null` emits efficient IL ... the only fault you can say is the name isn't obvious.

https://twitter.com/jaredpar/status/1171474157667643400:

> Another developer converted to ""x is object"" as the canonical null check in C#. If I have to go dev by dev to achieve correctness then so be it.

(@jaredpar hope you don't mind me referencing your feed...)

After the 9.0 candidate https://github.com/dotnet/csharplang/issues/1350 makes it into the language I believe the canonical non-null test will be `is not null`.",Area-IDE|Concept-Continuous Improvement|IDE-CodeStyle|help wanted,12/10/2019 5:12:02 PM +00:00,,
39252,Update Windows Build Instructions To Enable .NET Core SDK Previews,"Updates the Windows build instructions to reflect the new location of the enable previews of the .NET Core SDK option in Visual Studio 16.3.4. (See Screenshot below).

![Preview](https://user-images.githubusercontent.com/4162227/66704763-0b3ba600-ed17-11e9-9960-2ae66be7ffd1.JPG)",Area-IDE|Community,12/10/2019 4:38:22 PM +00:00,,jasonmalinowski
39251,Move C#-specific shared code style options to CSharpCodeStyleOptions,"Fixes #30042.

Most changes are fairly straightfoward but one significant change is `GenerateConstructorFromMembersCodeRefactoringProvider` being made abstract and split into language-specific implementations.

To get around the issues of certain shared features depending on the now inaccessible PreferThrowExpression option I added abstract methods for retrieving the value of the option that are overridden by the language-specific implementations. I'm not sure if it's the best way of handling it but it minimizes the impact of the option being moved and was the solution I felt the most comfortable going with.",Area-IDE|Community,12/10/2019 3:44:37 PM +00:00,15/10/2019 10:30:14 PM +00:00,JoeRobich
39250,Implicit call to base constructor with optional parameter,"**Version Used**: 
C# 8 compiler

**Steps to Reproduce**:
Write this code:

```csharp
class Base
{
    public Base(int x = 0) { }
}

class Derived : Base { }
```

**Expected Behavior**:

I would expect this code to fail to compile. `Base` doesn't have a default constructor so `Derived` should be required to explicitly call a base constructor. The fact that the base class constructor has an optional parameter shouldn't change that.

**Actual Behavior**:

The code compiles. The compiler implicitly emits a call to `base(0)`:

```il
IL_0000:  ldarg.0     
IL_0001:  ldc.i4.0    
IL_0002:  call        Base..ctor
IL_0007:  ret         
```
---
Is this behavior intentional or is it a bug ?",Area-Compilers|Resolution-By Design,12/10/2019 12:55:04 PM +00:00,14/10/2019 7:17:31 PM +00:00,
